id,slug,name,shop_url,website_url,instagram_handle,tiktok_handle
b1000000-0000-0000-0000-000000000006,obsidian-slimes,Obsidian Slimes,,https://slimeobsidian.com,slimeobsidian,
b1000000-0000-0000-0000-000000000009,og-slimes,OG Slimes,,https://ogslimes.com,,
b1000000-0000-0000-0000-000000000059,on-cloud-slime,On Cloud Slime,,https://oncloudslime.com,,
e58f83d7-ed81-49e4-8aa5-36b47f42a653,oozapalooza,OOZAPALOOZA,,https://oozapalooza.com,,
52a5f3b6-bc51-4ad6-bc71-0680e267a0ae,oozed-slime,Oozed Slime,https://oozedslime.co.uk,https://oozedslime.co.uk,,
b1000000-0000-0000-0000-000000000019,parakeet-slimes,Parakeet Slimes,,https://parakeetslimesshop.com,,
6bb03b35-c1c7-4c2f-b799-8b2cd0013758,peachybbies,Peachybbies,https://peachybbies.com,https://peachybbies.com,@peachybbies,peachyslime
6e89ff4f-bf9d-4d7f-87a9-bc9a7f947156,piggy-slimes,Piggy Slimes,,https://piggysslime.com,@piggysslime,
b1000000-0000-0000-0000-000000000007,pilot-slimes,Pilot Slimes,,https://pilotslime.com,pilotslime,
b1000000-0000-0000-0000-000000000030,pink-sugar-slimey,Pink Sugar Slimey,https://pinksugarslimey.com,,@pinksugarslime,
ee026c9e-5207-4ec1-8e77-3970cc902dad,poppy-mello-slimes,Poppy Mello Slimes,,https://poppymelloslimes.com,,
b1000000-0000-0000-0000-000000000013,potcha-slimes,Potcha Slimes,,https://potchaslimes.com,potchaslimes,
b1000000-0000-0000-0000-000000000031,prismatic-slimes,Prismatic Slimes,,https://prismaticslimes.com,,
3f8f48b0-11d3-460e-b6cb-4e5d4deae67e,retro-slime-company,Retro Slime Company,https://retroslimecompany.com,https://retroslimecompany.com,,
0d3efcef-a0ec-4141-a596-aef39612897c,royal-slime,Royal Slime,,https://royalslime.com,,
b1000000-0000-0000-0000-000000000008,sandy-slimes,Sandy Slimes,,https://sandyslimes.com,,
db53faca-6486-439e-8751-f20925057cee,scented-slime-by-amy,Scented Slime by Amy,,https://scentedslimebyamy.com,@scentedslimebyamy,
e0e9eb87-e9af-4914-af70-78b7ae78348e,scoopi,Scoopi,https://scoopi.com.au,https://scoopi.com.au,,
b1000000-0000-0000-0000-000000000044,seoul-gage,Seoul Gage,,https://seoulgage.com,,
074a5a71-ed65-496f-8e5c-92e9f447e4c8,silky-gem-crystal-candy,Silky Gem Crystal Candy,,https://silkygem.com,,
5dfc2deb-c3bf-40de-ac8a-61ae6c65ce00,silly-squish-slime,Silly Squish Slime,,https://sillysquishslime.com,,
b1000000-0000-0000-0000-000000000027,sliimey-honey,Sliimey Honey,https://sliimeyhoney.com,,@sliimeyhoney,
b1000000-0000-0000-0000-000000000054,slime-aficionados,Slime Aficionados,,https://slimeaficionados.com,,
b1000000-0000-0000-0000-000000000058,slime-banshee,Slime Banshee,,https://slimebanshee.com,,
5d9f164f-2863-44d5-bdf2-0ac2a3962531,slime-by-sara,Slime by Sara,,https://slimebysara.com,@slimebysara_,
da60c40b-2672-4bd5-bab2-209651f63cb9,slime-by-zahra,Slime by Zahra,https://slimebyzahra.com,https://slimebyzahra.com,,
b1000000-0000-0000-0000-000000000028,slime-community,Slime Community,https://slimecommunity.com,,,
b732d119-eb56-47cc-b204-553d57835cec,slime-dazzle,Slime Dazzle,,https://slimedazzle.com,,
e0a8429c-d1cb-4ce9-8ba9-3ca6e236e8d7,slime-fantasies,Slime Fantasies,https://slimefantasies.com,https://slimefantasies.com,,
6203f6e1-f4d5-4984-b7ad-a34064733829,slime-labs-uk,Slime Labs UK,https://slimelabs.co.uk,https://slimelabs.co.uk,,
422174f0-714c-43bb-a29a-79705fcfadbf,slime-mania-au,Slime Mania AU,https://slimemania.com.au,https://slimemania.com.au,,
e11978a1-1850-4540-94b3-6016919ae1f7,slime-marshmallows,Slime Marshmallows,https://slimemarshmallows.com,https://slimemarshmallows.com,,
bfa9c4e4-8b1d-46fe-93a1-4a71bfb1a3cd,slime-new-york,Slime New York,https://slimenewyork.com,https://slimenewyork.com,,
fcb2ee1c-9670-4181-ab56-dd77139d9c56,slime-princess-shop,Slime Princess Shop,,https://slimeprincess.co.nz,,
c85b6ea8-f45d-4982-92bf-966ba8ebc77f,slime-screwball,Slime Screwball,https://slimescrewball.co.uk,https://slimescrewball.co.uk,,
8817df20-a618-4b58-984d-09725b71fe3e,slime-shack-au,Slime Shack AU,https://slimeshack.com.au,https://slimeshack.com.au,,
b1000000-0000-0000-0000-000000000017,slime-shady,Slime Shady,,https://slimeshadystore.com,,
fce1ab5f-066e-40e1-b5de-0e2b01d2c330,slime-shop-cafe,Slime Shop Cafe,https://slimeshopcafe.com,https://slimeshopcafe.com,,
b1000000-0000-0000-0000-000000000005,slime-sweet-pea,Slime Sweet Pea,,https://sallysweetpea.com,slime.sweetpea,slimesweetpea
c1124353-978c-4fe9-a667-14de7c0dbc34,slime-yoda,Slime Yoda,https://slimeyodashop.com,https://slimeyodashop.com,,
cf9f0ad9-a6fe-4410-96f1-c7999461b4f3,slime-zone-and-more,Slime Zone and More,https://slimezoneandmorefranchise.com,https://slimezoneandmorefranchise.com,,
610e5458-d882-4cff-829f-ee5f5c23d20f,slimeatory,Slimeatory,https://slimeatory.com,https://slimeatory.com,@slimeatoryofficial,
ef009bcf-cbbc-42c8-b990-0a66f0abc821,slimedrops,Slimedrops,https://slimedrops.co,https://slimedrops.co,,
1b01bc70-390e-4967-b415-a00e24a79c3c,slimeful,Slimeful,https://slimeful.life,https://slimeful.life,@slimeful.life,
4ce1b0ff-3ca4-4280-8431-01e213b44a48,slimeglitterz,Slimeglitterz,https://slimeglitterz.com,https://slimeglitterz.com,@slimeglitterz,
37d97d75-0775-4ee9-8c16-726c2bf1083a,slimelog-official,SlimeLog Official,,https://slimelog.com,SlimeLogApp,
a789b70c-413c-4427-abfb-a337a53a2930,slimeminator,Slimeminator,https://slimeminator.com,https://slimeminator.com,,
ff7d44b1-fdba-494c-a35d-c13b363331e5,slimentine,Slimentine,,https://slimentine.com,,
5c43ac56-2806-4f85-be50-0649e946fce0,slimeowy,Slimeowy,https://slimeowy.com,https://slimeowy.com,@slimeowy,
b1000000-0000-0000-0000-000000000049,slimer-climber,Slimer Climber,,https://slimerclimber.com,,
7532b171-e018-4ebe-bace-af364addf068,slimerella-slime-shop,Slimerella Slime Shop,https://slimerellaslimeshop.com,https://slimerellaslimeshop.com,,
022fa084-7402-44e2-8e7b-12c904303949,slimes-by-grace,Slimes by Grace,,https://slimesbygrace.com,,
73d2062c-3824-424d-b646-20ed372e18cc,slimes-mel-melissa-seabra,Slimes Mel (Melissa Seabra),,https://slimesmel.com.br,,
5ee154bc-cdbb-4ce0-be13-dd0bca2a0be8,slimeslimede,SlimeSlime.de,https://slimeslime.de,https://slimeslime.de,,
13c269b2-b0ed-46a8-ada7-943fa6a0413f,slimeworks-slime-shop,SlimeWorks Slime Shop,,https://slimeworksco.com,,
2df6ded4-76df-4c99-9841-7570647bc30e,sloomoo-institute,Sloomoo Institute,https://sloomooinstitute.com,https://sloomooinstitute.com,,
b1000000-0000-0000-0000-000000000034,snoop-slimes,Snoop Slimes,https://snoopslimes.co,https://snoopslimes.co,@snoopslimes,
a281c405-546b-483d-a045-f1fa031b0caa,soft-punk-slime-senpai,Soft Punk Slime Senpai,https://softpunkslime.com,https://softpunkslime.com,@softpunkslime,
0f3c57cf-0a6f-4fae-918e-e902e7ced81e,sophies-slime-factory,Sophie's Slime Factory,,https://sophiesslimefactory.com.au,,
b1000000-0000-0000-0000-000000000020,sparkle-nanny-slime,Sparkle Nanny Slime,,https://sparklenannyslimeco.com,,
45597666-1726-41f0-8037-48f3e2e0d99a,squishy-squashy-slimes,Squishy Squashy Slimes,,https://squishysquashyslimes.com,,
e714ae2b-bee5-476a-b194-2b5209465443,sticky-sparkle-slime,Sticky Sparkle Slime,https://stickysparkleslime.com,https://stickysparkleslime.com,,
b1000000-0000-0000-0000-000000000010,strawb-slimes,Strawb Slimes,https://www.etsy.com/shop/strawbslimes,https://strawbslimes.com,,strawbslimeshop
10b02a3d-9687-43f6-a8df-525c3e894920,stress-pop-slime,Stress Pop Slime,,https://stresspopslime.com,,
e9121542-5f21-4e32-8a4f-5fe45193fa00,sustainaslimes,Sustainaslimes,https://sustainaslimes.com,https://sustainaslimes.com,,
b1000000-0000-0000-0000-000000000012,swae-slimes,Swae Slimes,https://www.etsy.com/shop/swaeslimes,,,swaeslimes
97491251-0770-4288-ba84-885d5386cccb,talisa-tossell,Talisa Tossell,,https://talisatossellslimes.com,,
b1000000-0000-0000-0000-000000000021,tangie-slimes,Tangie Slimes,,https://tangieslimes.com,,
b1000000-0000-0000-0000-000000000014,tanooki-slimes,Tanooki Slimes,,https://tanookislimes.com,,
a3f179cb-3800-4d6c-81f1-8c3d94f25d2f,tessa-bunny,Tessa Bunny,https://tessabunny.com,https://tessabunny.com,,
b1000000-0000-0000-0000-000000000037,the-chaos-shop,The Chaos Shop,,https://thechaosshop.com,,
b1000000-0000-0000-0000-000000000050,the-slime-atelier-co,The Slime Atelier Co,,https://theslimeatelier.com,,
c088cb85-8d55-419b-ad0a-c21befe8266a,the-slime-bakery,The Slime Bakery,,https://theslimebakery.shop,,
a65436c4-7a46-408e-8b3d-2c403feb3159,the-slime-company,The Slime Company,https://theslimecompany.co.uk,https://theslimecompany.co.uk,,
df736997-3e09-4380-a9d6-a108d9a6ed90,the-slime-factory-miami,The Slime Factory Miami,,https://miami.theslimefactory.com,,
ea81e9cc-a667-401c-8d64-eac981bb808d,the-slime-kitchen,The Slime Kitchen,https://theslimekitchen.com,https://theslimekitchen.com,,
b1000000-0000-0000-0000-000000000033,the-slime-labs,The Slime Labs,,https://theslimelabs.com,,
b197156f-d286-4ad6-b0ff-cf3db6e3ad84,the-slime-playground,The Slime Playground,https://theslimeplayground.com,https://theslimeplayground.com,@theslimeplaygroundshop,
066b3417-6137-46b9-be01-2731b9f9249e,the-slime-shop-uk,The Slime Shop UK,https://theslimeshop.co.uk,https://theslimeshop.co.uk,,
d5641ddb-9893-41db-bbcc-f3fb553715f7,the-slime-space,The Slime Space,,https://theslimespace.com,@the.slime.space,
0acb5612-8e7c-45da-9ad7-ae9f5f35b75e,white-whale-slimes,White Whale Slimes,,https://www.whitewhaleslime.com,Whitewhaleslime,
97c82543-eb1a-4e08-8e2f-cc3b6fb6dfd4,wuwa-slimes,Wuwa Slimes,https://wuwaslimes.com,https://wuwaslimes.com,,
efc0f037-4527-4224-ae05-cbcf3c4d3c7f,zs-mobile-slime-factory,Z's Mobile Slime Factory,https://mobileslimefactory.com,https://mobileslimefactory.com,,
